t#,time,x0,x1,x2,v1,v2,v3
0,0,-0.005,0.00209997,0,-21079.5,-606.792,2179.8,
1,6.82188e-09,-0.00513083,0.00210444,0,-17536.2,1906.53,2008.52,
2,1.36438e-08,-0.00524251,0.00212567,0,-15427.6,4284.21,1201.16,
3,2.1349e-08,-0.00535697,0.00216814,0,-14523.5,6682.75,-388.706,
4,2.88647e-08,-0.00546716,0.00222606,0,-15026.9,8673.01,-2505.67,
5,3.4749e-08,-0.00555919,0.00228111,0,-16404.8,10016.2,-4467.03,
6,4.14387e-08,-0.00567732,0.00235291,0,-19127.5,11432.8,-6956.56,
7,4.65002e-08,-0.0057813,0.00241339,0,-22064.3,12460.9,-8998.26,
8,5.15617e-08,-0.00590057,0.00247903,0,-25009,13480.9,-11161.4,
9,5.64538e-08,-0.00602922,0.00254743,0,-27527.4,14485.7,-13360.5,
10,6.13459e-08,-0.00616927,0.0026207,0,-29661.1,15458.5,-15658.9,
11,6.75387e-08,-0.00635968,0.00272006,0,-31697.8,16617,-18688.6,
12,7.24257e-08,-0.00651729,0.00280335,0,-32715.3,17426.2,-21158.1,
13,7.73126e-08,-0.00667856,0.00288984,0,-33197.6,17917.1,-23660.6,
14,8.791e-08,-0.00702852,0.00308112,0,-32459.8,17966.4,-28996.4,
15,9.62037e-08,-0.00728988,0.00322748,0,-30357.2,17236.8,-32917,
16,1.04497e-07,-0.00752936,0.00336522,0,-27244.8,15817.8,-36495.4,
17,1.12791e-07,-0.00773931,0.00348661,0,-23235.8,13254.8,-39569.3,
18,1.24737e-07,-0.00797262,0.00361357,0,-15341.4,7677.35,-42712,
19,1.37259e-07,-0.00809924,0.00366378,0,-4591.95,122.138,-43935.6,
20,1.49781e-07,-0.00808476,0.00361514,0,6837.23,-7779.26,-42751.6,
21,1.58642e-07,-0.00799086,0.00352457,0,14184.2,-12457.6,-40522.8,
22,1.67502e-07,-0.00783725,0.00339818,0,20240.1,-15849.6,-37354.3,
23,1.75173e-07,-0.0076657,0.00326905,0,24344.7,-17628.1,-34039.4,
24,1.81921e-07,-0.00749103,0.00314721,0,27333.2,-18401.1,-30830.8,
25,1.88669e-07,-0.00729799,0.00302157,0,29793.5,-18772.8,-27429.8,
26,2.02279e-07,-0.00686956,0.00276815,0,32561.1,-18104.4,-20233.7,
27,2.05848e-07,-0.00675308,0.00270446,0,32661.9,-17579.4,-18343.3,
28,2.09417e-07,-0.00663673,0.00264265,0,32487.8,-17048.3,-16473.2,
29,2.18351e-07,-0.0063527,0.00249666,0,30804.9,-15597.5,-11900.4,
30,2.27284e-07,-0.00609136,0.00236486,0,27468.9,-13850.5,-7559.44,
31,2.31416e-07,-0.00598184,0.00230954,0,25500.4,-12913,-5668.63,
32,2.35548e-07,-0.00588092,0.00225821,0,23313.1,-11923.4,-3874.69,
33,2.4016e-07,-0.00577947,0.00220586,0,20651.7,-10775.4,-2002.52,
34,2.44771e-07,-0.00569057,0.00215896,0,17983.5,-9544.45,-287.011,
35,2.49383e-07,-0.00561263,0.00211804,0,15916.2,-8173.11,1241.32,
