loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-1.83536,0.418904,10.4285,2.1671e-05,199998,-11.4366,5.0272,26.2164,1.8936e-05,199998
2,-0.975426,0.201365,9.69112,3.01812e-05,199932,-9.78573,3.45029,28.0441,4.0793e-05,199934
3,-1.55627,0.257433,13.2927,3.28934e-05,196792,-13.2064,4.94113,35.4999,3.93945e-05,196792
4,-2.28122,0.372729,16.6447,2.09678e-05,199726,-12.4017,4.66105,33.2119,3.70972e-05,199726
5,-2.82004,0.39649,22.5797,2.29565e-05,199842,-16.2463,6.08201,43.5615,3.5728e-05,199842
6,-2.50317,0.378533,19.1948,2.45433e-05,199818,-16.64,6.50166,42.7414,2.73016e-05,199820
7,-2.81199,0.470901,18.9154,1.87931e-05,199802,-15.7828,6.28902,39.7674,2.16588e-05,199804
8,-3.53821,0.623396,21.6859,1.37638e-05,199778,-17.7884,6.87823,46.1494,1.87522e-05,199778
9,-4.05565,0.727716,23.9767,1.16707e-05,199778,-19.775,7.48525,52.3766,1.76014e-05,199778
10,-4.16434,0.755889,24.2651,1.11447e-05,199778,-21.1659,7.96979,56.3371,1.65563e-05,199778
11,-4.1126,0.752092,23.8182,1.11177e-05,199786,-21.0525,7.90911,56.1641,1.66363e-05,199786
12,-4.04272,0.741766,23.3815,1.1214e-05,199790,-20.8283,7.81019,55.6733,1.68635e-05,199792
13,-3.99815,0.734019,23.14,1.13031e-05,199800,-20.7784,7.78334,55.5985,1.69703e-05,199798
14,-3.97852,0.730134,23.0487,1.13525e-05,199802,-20.779,7.78133,55.6159,1.70128e-05,199802
15,-3.97235,0.728661,23.028,1.13724e-05,199802,-20.7968,7.78857,55.6593,1.70153e-05,199802
16,-3.97164,0.728298,23.0317,1.13782e-05,199802,-20.8132,7.79584,55.6949,1.70059e-05,199802
17,-3.97228,0.728293,23.0388,1.13789e-05,199802,-20.8236,7.80055,55.7168,1.69969e-05,199802
18,-3.97289,0.728355,23.0436,1.13784e-05,199802,-20.8289,7.80296,55.728,1.69913e-05,199802
19,-3.9733,0.728411,23.0462,1.13779e-05,199802,-20.8313,7.804,55.7331,1.69886e-05,199802
20,-3.97339,0.728423,23.0468,1.13778e-05,199802,-20.8315,7.80413,55.7334,1.69879e-05,199802
21,-3.97351,0.728444,23.0475,1.13775e-05,199802,-20.8317,7.80419,55.7339,1.69877e-05,199802
22,-3.97353,0.728447,23.0476,1.13775e-05,199802,-20.8317,7.80423,55.7341,1.69876e-05,199802
23,-3.97359,0.728459,23.0479,1.13773e-05,199802,-20.832,7.80432,55.7349,1.69874e-05,199802
24,-3.97354,0.72845,23.0476,1.13774e-05,199802,-20.8319,7.80429,55.7346,1.69874e-05,199802
