loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-2.73506,0.482643,17.5711,2.46192e-05,100000,-18.2868,3.88316,86.375,2.78584e-05,100002
2,-1.27634,0.240763,10.9196,3.20723e-05,99996,-7.55847,1.68597,34.4789,3.84138e-05,99996
3,-3.25732,0.497364,23.3433,2.17058e-05,99002,-12.8461,2.59037,64.0921,3.48856e-05,99002
4,-3.23435,0.501115,22.871,1.96102e-05,99628,-22.9925,4.64382,114.056,2.1975e-05,99628
5,-5.40286,0.77136,39.1399,1.41304e-05,99816,-14.3072,2.92111,70.4169,4.08048e-05,99816
6,-5.0218,0.715848,36.6257,1.59635e-05,99830,-22.2224,4.32482,114.418,2.75077e-05,99830
7,-5.39089,0.78613,38.2401,1.45405e-05,99812,-25.8468,5.05524,132.349,2.40981e-05,99812
8,-6.09798,0.904176,42.2322,1.25487e-05,99804,-37.6934,7.5009,189.549,1.55259e-05,99804
9,-6.54367,0.979699,44.7277,1.15053e-05,99806,-47.8803,9.5866,239.242,1.15829e-05,99806
10,-6.66868,1.00393,45.2933,1.11643e-05,99806,-49.6984,9.9432,248.504,1.08689e-05,99806
11,-6.6548,1.00462,45.078,1.11107e-05,99806,-47.0807,9.40206,235.862,1.13468e-05,99806
12,-6.61533,0.999736,44.7744,1.11384e-05,99808,-44.194,8.81268,221.738,1.20387e-05,99808
13,-6.58744,0.995749,44.5839,1.11711e-05,99812,-42.5023,8.46699,213.47,1.25091e-05,99812
14,-6.57295,0.99351,44.4924,1.11907e-05,99812,-41.8753,8.3372,210.448,1.27017e-05,99812
15,-6.56739,0.992571,44.461,1.11989e-05,99810,-41.7877,8.31736,210.068,1.27358e-05,99810
16,-6.56675,0.992373,44.4613,1.12019e-05,99812,-41.8359,8.32613,210.33,1.27293e-05,99812
17,-6.56656,0.992307,44.4618,1.12027e-05,99812,-41.9067,8.34004,210.691,1.27115e-05,99812
18,-6.56677,0.99232,44.4639,1.12026e-05,99812,-41.9542,8.34956,210.928,1.26986e-05,99812
19,-6.56694,0.992337,44.4654,1.12025e-05,99812,-41.9679,8.35243,210.993,1.26948e-05,99812
20,-6.56708,0.992359,44.4663,1.12023e-05,99812,-41.97,8.35292,211.002,1.26943e-05,99812
21,-6.56712,0.992361,44.4667,1.12023e-05,99812,-41.9759,8.35414,211.03,1.26925e-05,99812
22,-6.56726,0.992382,44.4676,1.1202e-05,99812,-41.9769,8.35435,211.035,1.26921e-05,99812
23,-6.56712,0.992364,44.4666,1.12022e-05,99812,-41.9781,8.35458,211.041,1.26915e-05,99812
24,-6.5671,0.992358,44.4666,1.12023e-05,99812,-41.9789,8.35473,211.045,1.26915e-05,99812
25,-6.56712,0.992365,44.4666,1.12022e-05,99812,-41.9816,8.35525,211.059,1.26906e-05,99812
26,-6.56707,0.992356,44.4664,1.12023e-05,99812,-41.9803,8.355,211.052,1.2691e-05,99812
27,-6.56723,0.992377,44.4675,1.12021e-05,99812,-41.9653,8.35209,210.975,1.26954e-05,99812
28,-6.56707,0.992357,44.4663,1.12023e-05,99812,-41.9794,8.35482,211.048,1.26914e-05,99812
29,-6.5672,0.992375,44.4672,1.12021e-05,99812,-41.9845,8.35584,211.074,1.26897e-05,99812
30,-6.56716,0.992366,44.467,1.12022e-05,99812,-41.9791,8.35477,211.047,1.26915e-05,99812
31,-6.56717,0.99237,44.467,1.1202e-05,99814,-41.9793,8.35481,211.047,1.26914e-05,99812
32,-6.56715,0.992367,44.4669,1.12022e-05,99812,-41.9745,8.35389,211.023,1.26927e-05,99812
33,-6.56717,0.992372,44.4669,1.12021e-05,99812,-41.975,8.35396,211.026,1.26923e-05,99812
34,-6.56718,0.992372,44.467,1.12021e-05,99812,-41.9757,8.3541,211.029,1.26924e-05,99812
35,-6.56714,0.992366,44.4668,1.12022e-05,99812,-41.9764,8.35422,211.033,1.26921e-05,99812
36,-6.56715,0.992368,44.4669,1.12022e-05,99812,-41.9765,8.35426,211.033,1.26921e-05,99812
37,-6.56717,0.992371,44.4669,1.12021e-05,99812,-41.974,8.35375,211.021,1.26929e-05,99812
38,-6.56726,0.992384,44.4676,1.1202e-05,99812,-41.9769,8.35433,211.035,1.26919e-05,99812
39,-6.56727,0.992384,44.4678,1.1202e-05,99812,-41.9663,8.35222,210.982,1.26954e-05,99812
40,-6.56723,0.992377,44.4675,1.12021e-05,99812,-41.9728,8.35351,211.015,1.26933e-05,99812
41,-6.56722,0.992378,44.4673,1.12021e-05,99812,-41.9796,8.35484,211.05,1.26911e-05,99812
42,-6.56723,0.992377,44.4675,1.12021e-05,99812,-41.972,8.35337,211.01,1.26937e-05,99812
43,-6.56714,0.992366,44.4668,1.12022e-05,99812,-41.9742,8.35378,211.022,1.26929e-05,99812
44,-6.56706,0.992353,44.4664,1.12024e-05,99812,-41.9771,8.35439,211.036,1.2692e-05,99812
45,-6.56723,0.992377,44.4675,1.12021e-05,99812,-41.9746,8.35389,211.024,1.26928e-05,99812
46,-6.56721,0.992378,44.4672,1.12021e-05,99812,-41.9704,8.35304,211.002,1.26939e-05,99812
47,-6.56722,0.992377,44.4674,1.12021e-05,99812,-41.9775,8.35444,211.038,1.2692e-05,99812
48,-6.56714,0.992369,44.4667,1.12021e-05,99812,-41.9781,8.35455,211.042,1.26917e-05,99812
49,-6.5672,0.992371,44.4673,1.12022e-05,99812,-41.9758,8.35414,211.029,1.26924e-05,99812
