loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-2.09353,0.427803,12.5826,2.38959e-05,99994,-13.3157,5.8978,30.233,1.92078e-05,99994
2,-0.959613,0.202865,9.46863,3.09116e-05,99918,-9.49677,3.39702,26.8437,3.88722e-05,99918
3,-1.71476,0.281465,13.9996,3.05761e-05,97088,-14.8981,5.60161,39.8017,3.41443e-05,97088
4,-2.25358,0.360662,16.8541,2.25778e-05,99560,-12.3582,4.68956,32.7805,3.66247e-05,99560
5,-3.38693,0.471069,26.4744,1.97427e-05,99748,-15.2737,5.74313,40.7939,3.77558e-05,99748
6,-2.91601,0.427683,22.22,2.23847e-05,99710,-18.6629,7.26947,48.0509,2.57868e-05,99710
7,-3.33473,0.531185,22.8177,1.73752e-05,99664,-19.4839,7.76243,49.0342,1.92364e-05,99664
8,-4.24197,0.704111,26.9763,1.27872e-05,99644,-20.8945,8.14458,53.7266,1.73242e-05,99644
9,-4.88496,0.823039,30.2086,1.08507e-05,99640,-22.4997,8.61894,58.8511,1.6552e-05,99638
10,-5.03403,0.855939,30.7749,1.03701e-05,99646,-23.3791,8.91237,61.4406,1.60156e-05,99646
11,-4.98504,0.852689,30.3166,1.03459e-05,99650,-22.9218,8.71924,60.3733,1.63282e-05,99650
12,-4.9105,0.842211,29.818,1.04287e-05,99654,-22.5985,8.5824,59.6211,1.65939e-05,99654
13,-4.86129,0.83424,29.5264,1.05051e-05,99660,-22.5654,8.56204,59.5882,1.66662e-05,99660
14,-4.83833,0.830139,29.4041,1.05465e-05,99660,-22.6135,8.57758,59.7335,1.66617e-05,99660
15,-4.83119,0.828635,29.3741,1.05627e-05,99660,-22.6602,8.59527,59.8566,1.66421e-05,99662
16,-4.83002,0.828232,29.3748,1.05676e-05,99660,-22.69,8.60729,59.93,1.66244e-05,99660
17,-4.8306,0.828226,29.3818,1.05681e-05,99660,-22.7048,8.61352,59.9646,1.66138e-05,99660
18,-4.83118,0.828276,29.3867,1.05678e-05,99660,-22.7104,8.61601,59.9771,1.66091e-05,99660
19,-4.83169,0.828348,29.3901,1.05671e-05,99660,-22.7131,8.61716,59.9831,1.66067e-05,99660
20,-4.83186,0.828372,29.3913,1.05669e-05,99660,-22.7139,8.61752,59.9848,1.66058e-05,99660
21,-4.83188,0.828376,29.3913,1.05668e-05,99660,-22.7137,8.61747,59.9843,1.66057e-05,99660
22,-4.83192,0.828382,29.3916,1.05668e-05,99660,-22.7136,8.61741,59.9839,1.66058e-05,99660
23,-4.83201,0.828394,29.3921,1.05667e-05,99660,-22.7133,8.6173,59.9834,1.66061e-05,99660
24,-4.83193,0.828386,29.3916,1.05667e-05,99660,-22.7134,8.61735,59.9835,1.66058e-05,99660
