loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-2.09353,0.427803,12.5826,2.38959e-05,99994,-13.3157,5.8978,30.233,1.92077e-05,99994
2,-0.95961,0.202865,9.4686,3.09115e-05,99918,-9.49675,3.39701,26.8437,3.88721e-05,99918
3,-1.71474,0.281463,13.9994,3.05762e-05,97088,-14.8982,5.60164,39.8021,3.4144e-05,97088
4,-2.25358,0.360662,16.854,2.25778e-05,99560,-12.3583,4.68957,32.7805,3.66246e-05,99560
5,-3.38692,0.471068,26.4743,1.97427e-05,99748,-15.2738,5.74318,40.7943,3.77555e-05,99748
6,-2.91601,0.427682,22.22,2.23848e-05,99710,-18.6629,7.26946,48.0508,2.57869e-05,99710
7,-3.33472,0.531185,22.8176,1.73751e-05,99664,-19.4803,7.76103,49.0248,1.92396e-05,99666
8,-4.24189,0.704098,26.9758,1.27873e-05,99644,-20.8936,8.14421,53.7243,1.7325e-05,99644
9,-4.88495,0.823037,30.2085,1.08508e-05,99638,-22.5,8.61907,58.8519,1.65518e-05,99638
10,-5.03401,0.855937,30.7747,1.03701e-05,99646,-23.3794,8.91247,61.4413,1.60153e-05,99646
11,-4.98499,0.852682,30.3162,1.03459e-05,99650,-22.9216,8.71914,60.3727,1.63283e-05,99650
12,-4.91044,0.842204,29.8175,1.04287e-05,99654,-22.5984,8.58233,59.6208,1.65939e-05,99654
13,-4.86118,0.834225,29.5257,1.05052e-05,99660,-22.5651,8.56192,59.5877,1.66666e-05,99662
14,-4.83836,0.830142,29.4043,1.05465e-05,99660,-22.6135,8.5776,59.7338,1.66618e-05,99660
15,-4.83111,0.828619,29.3737,1.05629e-05,99660,-22.6599,8.59519,59.8559,1.66419e-05,99660
16,-4.82999,0.828229,29.3745,1.05676e-05,99660,-22.6899,8.60726,59.9298,1.66243e-05,99660
17,-4.83063,0.828228,29.3819,1.05681e-05,99660,-22.7047,8.6135,59.9646,1.66139e-05,99660
18,-4.83121,0.82828,29.3869,1.05678e-05,99660,-22.7109,8.61619,59.9783,1.66088e-05,99660
19,-4.83167,0.828344,29.39,1.05671e-05,99660,-22.7132,8.61721,59.9834,1.66066e-05,99660
20,-4.83188,0.828375,29.3914,1.05669e-05,99660,-22.7134,8.61734,59.9836,1.66061e-05,99660
21,-4.83194,0.828386,29.3916,1.05667e-05,99660,-22.7138,8.61752,59.9846,1.66055e-05,99660
22,-4.83189,0.828377,29.3914,1.05668e-05,99660,-22.7135,8.61738,59.9839,1.66059e-05,99660
23,-4.83196,0.828388,29.3918,1.05667e-05,99662,-22.7134,8.61734,59.9836,1.6606e-05,99660
24,-4.832,0.828392,29.3921,1.05667e-05,99660,-22.7136,8.61742,59.984,1.66059e-05,99660
