loop, time[s]
0,10.384
1,13.475
2,12.0432
3,12.3043
4,12.2077
5,11.4507
6,11.5059
7,11.5484
8,11.4716
9,11.6304
10,11.6715
11,11.6533
12,11.4078
13,11.4576
14,11.7132
15,11.232
16,11.286
17,11.6024
18,11.6134
19,11.527
20,11.3997
21,11.4422
22,11.5224
23,11.4524
24,11.4601
25,11.479
26,11.2942
27,11.1959
28,11.3906
29,11.3341
30,11.4795
31,11.4705
32,11.449
33,11.4211
34,11.6712
35,11.4059
36,11.4424
37,11.541
38,11.2099
39,11.4349
40,11.2229
41,11.135
42,11.1771
43,11.089
44,11.335
45,11.2024
46,11.0151
47,11.2587
48,11.5648
49,11.4109
