loop, time[s]
0,481.247
1,1353.37
2,916.484
3,1460.21
4,732.84
5,689.574
6,658.727
7,573.186
8,641.875
9,1203.41
10,755.453
11,693.685
12,689.104
13,657.721
14,1193.65
15,1049.14
16,787.603
17,669.413
18,712.054
19,917.109
20,652.404
21,679.511
22,617.118
23,903.877
24,689.819
25,542.438
26,813.845
27,924.362
28,712.202
29,816.333
30,723.523
31,1226.88
32,778.643
33,699.012
34,653.969
35,1220.83
36,976.052
37,713.468
38,649.146
39,675.055
40,1291.06
41,693.179
42,837.376
43,668.137
44,731.371
45,920.783
46,955.27
47,581.537
48,703.753
49,766.078
