loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-1.8374,0.419529,10.4309,2.16391e-05,100000,-10.7835,4.82551,24.3051,1.8857e-05,100000
2,-0.974402,0.201316,9.68357,3.01677e-05,99960,-9.44108,3.34033,26.9835,4.12823e-05,99960
3,-1.55708,0.257515,13.2982,3.28985e-05,98414,-12.6811,4.78335,33.828,3.96085e-05,98414
4,-2.27981,0.372627,16.632,2.09776e-05,99874,-11.9731,4.54161,31.7848,3.69469e-05,99874
5,-2.8192,0.396449,22.5701,2.29586e-05,99930,-15.7535,5.94916,41.8837,3.5472e-05,99930
6,-2.50257,0.378497,19.1887,2.45446e-05,99916,-16.1178,6.36988,40.9401,2.69406e-05,99916
7,-2.81113,0.470818,18.9085,1.8792e-05,99900,-15.1085,6.08859,37.655,2.15994e-05,99900
8,-3.53857,0.623453,21.688,1.37641e-05,99896,-17.0087,6.62812,43.7976,1.8894e-05,99896
9,-4.05527,0.727703,23.973,1.16709e-05,99892,-18.9962,7.23621,50.0063,1.77357e-05,99892
10,-4.16352,0.755748,24.2606,1.11481e-05,99896,-20.3984,7.72906,53.9645,1.66472e-05,99896
11,-4.11144,0.751925,23.8108,1.11207e-05,99898,-20.3045,7.6757,53.8417,1.67215e-05,99898
12,-4.04156,0.741619,23.3734,1.12158e-05,99898,-20.1043,7.58525,53.417,1.69414e-05,99898
13,-3.99719,0.733944,23.1319,1.13025e-05,99898,-20.0675,7.56317,53.3774,1.70403e-05,99898
14,-3.97785,0.730081,23.0431,1.13516e-05,99900,-20.0716,7.5627,53.403,1.7081e-05,99900
15,-3.97197,0.728633,23.0246,1.13716e-05,99900,-20.0888,7.56998,53.4428,1.70835e-05,99900
16,-3.97129,0.72827,23.0287,1.13775e-05,99900,-20.1053,7.57751,53.4773,1.70724e-05,99900
17,-3.97205,0.728282,23.0366,1.13788e-05,99902,-20.1112,7.5807,53.486,1.70668e-05,99902
18,-3.97259,0.72834,23.0407,1.13784e-05,99902,-20.1158,7.58285,53.4952,1.70612e-05,99902
19,-3.97291,0.728379,23.043,1.13787e-05,99904,-20.1131,7.58207,53.4863,1.70629e-05,99904
20,-3.9727,0.728365,23.0411,1.1378e-05,99902,-20.118,7.58383,53.5,1.70572e-05,99902
21,-3.97293,0.728401,23.0425,1.13774e-05,99902,-20.1182,7.58387,53.5007,1.70573e-05,99902
22,-3.97305,0.728416,23.0434,1.13773e-05,99902,-20.1186,7.58399,53.5018,1.70574e-05,99902
23,-3.97308,0.728425,23.0434,1.13771e-05,99902,-20.1185,7.58399,53.5016,1.70571e-05,99902
24,-3.97299,0.728408,23.043,1.13774e-05,99902,-20.1182,7.58387,53.5008,1.70575e-05,99902
