loop, time[s]
0,23.2705
1,34.7376
2,64.8736
3,32.1931
4,32.1879
5,31.5939
6,30.8351
7,29.9931
8,33.8653
9,31.2377
10,31.2018
11,28.9895
12,29.2458
13,54.2705
14,30.2568
15,32.4462
16,31.0968
17,29.1939
18,28.7478
19,43.2817
20,31.6744
21,30.2437
22,30.1464
23,28.8153
24,30.9574
25,41.956
26,33.2247
27,29.429
28,32.7246
29,29.3655
30,29.4124
31,30.8376
32,30.0838
33,30.6229
34,48.4827
35,32.132
36,30.5229
37,31.7446
38,30.7683
39,30.3822
40,51.1374
41,30.446
42,29.7733
43,31.7061
44,31.1311
45,30.3142
46,49.187
47,28.5174
48,28.1302
49,27.62
